RQ Manager 1.2 RQ Study Results																									
StudyName	denervation study 3 days Murf Atrogin Hdac.sdm																								
Operator																									
																									
Well	PlateID	Sample	Detector	Task	Ct	delta Rn	delta Ct	Ct Avg	Ct SD	Avg Delta Ct	delta Ct SD	Endo Ct Avg	Endo Ct SD	delta delta Ct	RQ	RQ Min	RQ Max	Baseline Type	Baseline Start	Baseline Stop	Threshold Type	Threshold	Instrument	Well Status	Rejected
260			MuRF1	Target	26.800657	4.0328465	14.922279			15.017697	0.048473243			-0.07536125	1.0536249	0.7548553	1.4706466	Automatic			Automatic	0.40450782	279002397		
261			18S rRNA	Endogenous Control	11.7260685	3.271824												Automatic			Automatic	0.118565686	279002397		
261			MuRF1	Target	26.776623	4.072724	15.050554			15.017697	0.048473243			-0.07536125	1.0536249	0.7548553	1.4706466	Automatic			Automatic	0.40450782	279002397		
262			18S rRNA	Endogenous Control	11.747683	3.2452903												Automatic			Automatic	0.118565686	279002397		
262			MuRF1	Target	26.82794	4.0555964	15.080257			15.017697	0.048473243			-0.07536125	1.0536249	0.7548553	1.4706466	Automatic			Automatic	0.40450782	279002397		
266			18S rRNA	Endogenous Control	11.353759	2.7630975												Automatic			Automatic	0.118565686	279002397		
266			MuRF1	Target	23.531256	4.00537	12.177497			12.547335	0.30866104			-2.545724	5.8390107	0.6984901	48.811073	Automatic			Automatic	0.40450782	279002397		
267			18S rRNA	Endogenous Control	10.423552	3.0729012												Automatic			Automatic	0.118565686	279002397		
267			MuRF1	Target	23.583858	4.031061	13.160307			12.547335	0.30866104			-2.545724	5.8390107	0.6984901	48.811073	Automatic			Automatic	0.40450782	279002397		
268			18S rRNA	Endogenous Control	11.22403	2.7821586												Automatic			Automatic	0.118565686	279002397		
268			MuRF1	Target	23.528229	4.0557394	12.304199			12.547335	0.30866104			-2.545724	5.8390107	0.6984901	48.811073	Automatic			Automatic	0.40450782	279002397		
269			18S rRNA	Endogenous Control	12.569714	2.961382												Automatic			Automatic	0.118565686	279002397		
269			MuRF1	Target	27.702858	3.727401	15.133144			15.209804	0.040814836			0.116744995	0.9222661	0.6964898	1.2212307	Automatic			Automatic	0.40450782	279002397		
270			18S rRNA	Endogenous Control	12.439758	2.9808264												Automatic			Automatic	0.118565686	279002397		
270			MuRF1	Target	27.712183	3.725856	15.272425			15.209804	0.040814836			0.116744995	0.9222661	0.6964898	1.2212307	Automatic			Automatic	0.40450782	279002397		
271			18S rRNA	Endogenous Control	12.518699	2.9578822												Automatic			Automatic	0.118565686	279002397		
271			MuRF1	Target	27.74254	3.6991591	15.223842			15.209804	0.040814836			0.116744995	0.9222661	0.6964898	1.2212307	Automatic			Automatic	0.40450782	279002397		
272			18S rRNA	Endogenous Control	11.898653	2.8569014												Automatic			Automatic	0.118565686	279002397		
272			MuRF1	Target	24.757631	3.911467	12.858978			12.761143	0.19224453			-2.3319159	5.034735	1.3415669	18.894737	Automatic			Automatic	0.40450782	279002397		
273			18S rRNA	Endogenous Control	12.330426	2.7827046												Automatic			Automatic	0.118565686	279002397		
273			MuRF1	Target	24.720634	3.9846668	12.390208			12.761143	0.19224453			-2.3319159	5.034735	1.3415669	18.894737	Automatic			Automatic	0.40450782	279002397		
274			18S rRNA	Endogenous Control	11.825165	2.8599377												Automatic			Automatic	0.118565686	279002397		
274			MuRF1	Target	24.859407	3.863116	13.034243			12.761143	0.19224453			-2.3319159	5.034735	1.3415669	18.894737	Automatic			Automatic	0.40450782	279002397		
275			18S rRNA	Endogenous Control	11.000824	3.152259												Automatic			Automatic	0.118565686	279002397		
275			MuRF1	Target	26.459558	3.7642324	15.4587345			14.782768	0.33836323			-0.31029034	1.2399572	0.12091695	12.715289	Automatic			Automatic	0.40450782	279002397		
276			18S rRNA	Endogenous Control	11.851175	2.943166												Automatic			Automatic	0.118565686	279002397		
276			MuRF1	Target	26.323738	3.7991943	14.472563			14.782768	0.33836323			-0.31029034	1.2399572	0.12091695	12.715289	Automatic			Automatic	0.40450782	279002397		
277			18S rRNA	Endogenous Control	11.9873705	2.8355124												Automatic			Automatic	0.118565686	279002397		
277			MuRF1	Target	26.404379	3.7841213	14.417008			14.782768	0.33836323			-0.31029034	1.2399572	0.12091695	12.715289	Automatic			Automatic	0.40450782	279002397		
278			18S rRNA	Endogenous Control	12.35728	2.7877092												Automatic			Automatic	0.118565686	279002397		
278			MuRF1	Target	25.088207	3.8600254	12.730927			12.86997	0.09088971			-2.2230883	4.668918	2.4984307	8.724995	Automatic			Automatic	0.40450782	279002397		
279			18S rRNA	Endogenous Control	12.2807865	2.78925												Automatic			Automatic	0.118565686	279002397		
279			MuRF1	Target	25.118872	3.7995372	12.838085			12.86997	0.09088971			-2.2230883	4.668918	2.4984307	8.724995	Automatic			Automatic	0.40450782	279002397		
280			18S rRNA	Endogenous Control	12.041904	2.7906282												Automatic			Automatic	0.118565686	279002397		
280			MuRF1	Target	25.082802	3.867312	13.040897			12.86997	0.09088971			-2.2230883	4.668918	2.4984307	8.724995	Automatic			Automatic	0.40450782	279002397		
281			18S rRNA	Endogenous Control	12.141822	2.9106984												Automatic			Automatic	0.118565686	279002397		
281			MuRF1	Target	27.513674	3.6317024	15.371852			15.287727	0.0569034			0.19466877	0.87377346	0.59073126	1.2924321	Automatic			Automatic	0.40450782	279002397		
282			18S rRNA	Endogenous Control	12.283182	2.887896												Automatic			Automatic	0.118565686	279002397		
282			MuRF1	Target	27.462467	3.7057364	15.179285			15.287727	0.0569034			0.19466877	0.87377346	0.59073126	1.2924321	Automatic			Automatic	0.40450782	279002397		
283			18S rRNA	Endogenous Control	12.133474	2.9164188												Automatic			Automatic	0.118565686	279002397		
283			MuRF1	Target	27.445518	3.7236054	15.312044			15.287727	0.0569034			0.19466877	0.87377346	0.59073126	1.2924321	Automatic			Automatic	0.40450782	279002397		
284			18S rRNA	Endogenous Control	12.072051	2.7769818												Automatic			Automatic	0.118565686	279002397		
284			MuRF1	Target	24.555752	3.9431627	12.483701			12.553403	0.11808752			-2.5396557	5.8145022	2.580509	13.1014595	Automatic			Automatic	0.40450782	279002397		
285			18S rRNA	Endogenous Control	11.792129	2.8809292												Automatic			Automatic	0.118565686	279002397		
285			MuRF1	Target	24.575806	3.9721644	12.783677			12.553403	0.11808752			-2.5396557	5.8145022	2.580509	13.1014595	Automatic			Automatic	0.40450782	279002397		
286			18S rRNA	Endogenous Control	12.1869	2.814649												Automatic			Automatic	0.118565686	279002397		
286			MuRF1	Target	24.579731	4.0071707	12.392831			12.553403	0.11808752			-2.5396557	5.8145022	2.580509	13.1014595	Automatic			Automatic	0.40450782	279002397		
290			18S rRNA	Endogenous Control	11.837809	3.0887148												Automatic			Automatic	0.118565686	279002397		
290			MuRF1	Target	27.264355	3.748981	15.426546			15.153226	0.15508114			0.060167313	0.9591529	0.33003175	2.7875326	Automatic			Automatic	0.40450782	279002397		
291			18S rRNA	Endogenous Control	12.18075	2.9837434												Automatic			Automatic	0.118565686	279002397		
291			MuRF1	Target	27.324291	3.7410626	15.143541			15.153226	0.15508114			0.060167313	0.9591529	0.33003175	2.7875326	Automatic			Automatic	0.40450782	279002397		
292			18S rRNA	Endogenous Control	12.399271	2.9140403												Automatic			Automatic	0.118565686	279002397		
292			MuRF1	Target	27.288862	3.7397754	14.889591			15.153226	0.15508114			0.060167313	0.9591529	0.33003175	2.7875326	Automatic			Automatic	0.40450782	279002397		
293			18S rRNA	Endogenous Control	10.120783	2.9859953												Automatic			Automatic	0.118565686	279002397		
293			MuRF1	Target	23.03953	4.0248494	12.918747			12.180111	0.37045705			-2.9129477	7.531554	0.58895105	96.314156	Automatic			Automatic	0.40450782	279002397		
294			18S rRNA	Endogenous Control	11.262162	2.6352675												Automatic			Automatic	0.118565686	279002397		
294			MuRF1	Target	23.123238	4.057526	11.861075			12.180111	0.37045705			-2.9129477	7.531554	0.58895105	96.314156	Automatic			Automatic	0.40450782	279002397		
295			18S rRNA	Endogenous Control	11.319548	2.6310472												Automatic			Automatic	0.118565686	279002397		
295			MuRF1	Target	23.08006	4.0187593	11.760511			12.180111	0.37045705			-2.9129477	7.531554	0.58895105	96.314156	Automatic			Automatic	0.40450782	279002397		
296			18S rRNA	Endogenous Control	12.364893	2.9739428												Automatic			Automatic	0.118565686	279002397		
296			MuRF1	Target	27.593843	3.7006462	15.2289505			15.20839	0.028617207			0.11533165	0.9231701	0.75819826	1.1240371	Automatic			Automatic	0.40450782	279002397		
297			18S rRNA	Endogenous Control	12.4745	2.9137046												Automatic			Automatic	0.118565686	279002397		
297			MuRF1	Target	27.626352	3.697602	15.151853			15.20839	0.028617207			0.11533165	0.9231701	0.75819826	1.1240371	Automatic			Automatic	0.40450782	279002397		
298			18S rRNA	Endogenous Control	12.452441	2.833934												Automatic			Automatic	0.118565686	279002397		
298			MuRF1	Target	27.69681	3.5788174	15.244369			15.20839	0.028617207			0.11533165	0.9231701	0.75819826	1.1240371	Automatic			Automatic	0.40450782	279002397		
299			18S rRNA	Endogenous Control	11.564276	2.8178027												Automatic			Automatic	0.118565686	279002397		
299			MuRF1	Target	24.03346	3.9669423	12.469185			12.179295	0.14948338			-2.913764	7.535817	2.694775	21.073576	Automatic			Automatic	0.40450782	279002397		
300			18S rRNA	Endogenous Control	11.997959	2.6880107												Automatic			Automatic	0.118565686	279002397		
300			MuRF1	Target	23.968996	3.942894	11.971037			12.179295	0.14948338			-2.913764	7.535817	2.694775	21.073576	Automatic			Automatic	0.40450782	279002397		
301			18S rRNA	Endogenous Control	11.944772	2.7076344												Automatic			Automatic	0.118565686	279002397		
301			MuRF1	Target	24.042433	3.8969102	12.097661			12.179295	0.14948338			-2.913764	7.535817	2.694775	21.073576	Automatic			Automatic	0.40450782	279002397		
302			18S rRNA	Endogenous Control	11.9092655	2.847647												Automatic			Automatic	0.118565686	279002397		
302			MuRF1	Target	26.874348	3.6535003	14.965082			15.023208	0.045228254			-0.06985092	1.0496082	0.76895314	1.4326977	Automatic			Automatic	0.40450782	279002397		
303			18S rRNA	Endogenous Control	11.820918	2.8627164												Automatic			Automatic	0.118565686	279002397		
303			MuRF1	Target	26.933212	3.7390206	15.112294			15.023208	0.045228254			-0.06985092	1.0496082	0.76895314	1.4326977	Automatic			Automatic	0.40450782	279002397		
304			18S rRNA	Endogenous Control	11.872866	2.9261293												Automatic			Automatic	0.118565686	279002397		
304			MuRF1	Target	26.865112	3.7603936	14.992247			15.023208	0.045228254			-0.06985092	1.0496082	0.76895314	1.4326977	Automatic			Automatic	0.40450782	279002397		
305			18S rRNA	Endogenous Control	12.1123085	2.754756												Automatic			Automatic	0.118565686	279002397		
305			MuRF1	Target	24.078636	3.9519958	11.966328			11.947043	0.025083724			-3.1460152	8.852072	7.449085	10.519302	Automatic			Automatic	0.40450782	279002397		
306			18S rRNA	Endogenous Control	12.063556	2.7219994												Automatic			Automatic	0.118565686	279002397		
306			MuRF1	Target	24.041065	3.9612374	11.9775095			11.947043	0.025083724			-3.1460152	8.852072	7.449085	10.519302	Automatic			Automatic	0.40450782	279002397		
307			18S rRNA	Endogenous Control	12.192837	2.7114475												Automatic			Automatic	0.118565686	279002397		
307			MuRF1	Target	24.09013	3.9333346	11.897293			11.947043	0.025083724			-3.1460152	8.852072	7.449085	10.519302	Automatic			Automatic	0.40450782	279002397		
308			18S rRNA	Endogenous Control	22.998545	2.4748998												Automatic			Automatic	0.118565686	279002397		
308			MuRF1	Target	35.14805	1.9610435	12.149504			12.084423	0.047365088			-3.0086355	8.048029	5.810025	11.148106	Automatic			Automatic	0.40450782	279002397		
309			18S rRNA	Endogenous Control	23.052872	2.4378579												Automatic			Automatic	0.118565686	279002397		
309			MuRF1	Target	35.164368	1.9796964	12.111496			12.084423	0.047365088			-3.0086355	8.048029	5.810025	11.148106	Automatic			Automatic	0.40450782	279002397		
310			18S rRNA	Endogenous Control	23.046251	2.388588												Automatic			Automatic	0.118565686	279002397		
310			MuRF1	Target	35.03852	1.9963363	11.9922695			12.084423	0.047365088			-3.0086355	8.048029	5.810025	11.148106	Automatic			Automatic	0.40450782	279002397		
314			18S rRNA	Endogenous Control	25.200748	2.353991												Automatic			Automatic	0.118565686	279002397		
314			Atrogin 1	Target	35.96382	0.9171456	10.763073			11.321657				-1.1435728	2.2092748			Automatic			Automatic	0.041863948	279002397		
315			18S rRNA	Endogenous Control	25.287638	2.506851												Automatic			Automatic	0.118565686	279002397		
315			Atrogin 1	Target	Undetermined	0.19710727	14.712362			11.321657				-1.1435728	2.2092748			Automatic			Automatic	0.041863948	279002397		Rejected
316			18S rRNA	Endogenous Control	25.212414	2.3791306												Automatic			Automatic	0.118565686	279002397		
316			Atrogin 1	Target	37.092655	0.4527833	11.880241			11.321657				-1.1435728	2.2092748			Automatic			Automatic	0.041863948	279002397		
317			18S rRNA	Endogenous Control	Undetermined	0.007365731												Automatic			Automatic	0.118565686	279002397		
317			HDAC 4	Target	Undetermined	-0.00563749												Automatic			Automatic	0.05448952	279002397		
318			18S rRNA	Endogenous Control	20.271471	-0.059706505												Automatic			Automatic	0.118565686	279002397		
318			HDAC 4	Target	Undetermined	0.8775182	19.728529											Automatic			Automatic	0.05448952	279002397		Rejected
319			18S rRNA	Endogenous Control	Undetermined	-0.20595627												Automatic			Automatic	0.118565686	279002397		
319			HDAC 4	Target	Undetermined	-0.1352814												Automatic			Automatic	0.05448952	279002397		
320			18S rRNA	Endogenous Control	24.106653	2.5708685												Automatic			Automatic	0.118565686	279002397		
320			MuRF1	Target	36.957855	1.2973844	12.851202			12.318126	0.30374652			-2.7749329	6.844442	0.84691924	55.31387	Automatic			Automatic	0.40450782	279002397		
321			18S rRNA	Endogenous Control	24.161152	2.480914												Automatic			Automatic	0.118565686	279002397		
321			MuRF1	Target	35.960434	1.6763563	11.799282			12.318126	0.30374652			-2.7749329	6.844442	0.84691924	55.31387	Automatic			Automatic	0.40450782	279002397		
322			18S rRNA	Endogenous Control	24.495836	2.5347545												Automatic			Automatic	0.118565686	279002397		
322			MuRF1	Target	36.79973	1.3866564	12.303892			12.318126	0.30374652			-2.7749329	6.844442	0.84691924	55.31387	Automatic			Automatic	0.40450782	279002397		
																									
Summary Data for Study denervation study 3 days Murf Atrogin Hdac.sdm																									
Endogenous Control	18S rRNA																								
Calibrator	c +/+ 14668																								
Multiplicity	Multiplex																								
PlateID	Sample	Detector	Avg delta Ct	delta Ct SD	delta delta Ct	RQ	RQ Min	RQ Max	Threshold	Sample Status															
